row_id,order_id,year,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,total_sales
1227,CA-2013-126004,2013,12/5/2013,12/6/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural  Black,182.94,3,548.82
1228,CA-2013-126004,2013,12/5/2013,12/6/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes EconoStor Drawers,193.86,2,387.72
1229,CA-2014-100013,2014,11/7/2014,11/12/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-EN-10001219,Office Supplies,Envelopes,10 4 18 x 9 12 SecurityTint Envelopes,15.28,2,30.56
1230,CA-2014-100013,2014,11/7/2014,11/12/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,8.73
1231,CA-2014-100013,2014,11/7/2014,11/12/2014,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent TankStyle Highlighters,5.68,2,11.36
1232,CA-2012-132570,2012,10/31/2012,11/2/2012,Second Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,5.56
1233,CA-2012-132570,2012,10/31/2012,11/2/2012,Second Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,OFF-EN-10003055,Office Supplies,Envelopes,Blue StringTie  Button Interoffice Envelopes 10 x 13,79.96,2,159.92
1234,CA-2013-153682,2013,5/31/2013,6/2/2013,First Class,BG-11695,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,45231,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier  Fax,839.988,2,1679.976
1235,CA-2013-144344,2013,10/29/2013,10/29/2013,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-FU-10000076,Furniture,Furnishings,24Hour Round Wall Clock,47.952,3,143.856
1236,CA-2013-144344,2013,10/29/2013,10/29/2013,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,187.125
1237,CA-2013-144344,2013,10/29/2013,10/29/2013,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,127.936
1238,CA-2013-144344,2013,10/29/2013,10/29/2013,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-FU-10003553,Furniture,Furnishings,Howard Miller 1312 Diameter Rosebrook Wall Clock,165.048,3,495.144
1239,CA-2011-127012,2011,8/11/2011,8/15/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003691,Furniture,Furnishings,Eldon Image Series Desk Accessories Ebony,12.35,1,12.35
1240,CA-2011-127012,2011,8/11/2011,8/15/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,40.97
1241,CA-2011-127012,2011,8/11/2011,8/15/2011,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10004854,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box 800Box,22.96,2,45.92
1242,CA-2013-128727,2013,8/30/2013,9/5/2013,Standard Class,MO-17800,Meg OConnel,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,88
1243,US-2013-162859,2013,2/15/2013,2/22/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,1195.056
1244,US-2013-162859,2013,2/15/2013,2/22/2013,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,34.88
1245,CA-2014-133641,2014,5/15/2014,5/22/2014,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,39503,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,438.21
1246,CA-2011-168494,2011,12/12/2011,12/14/2011,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10004619,Furniture,Tables,Hon NonFolding Utility Tables,764.688,6,4588.128
1247,CA-2011-168494,2011,12/12/2011,12/14/2011,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,43330.176
1248,CA-2011-168494,2011,12/12/2011,12/14/2011,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,764.9235
1249,CA-2014-115602,2014,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002280,Office Supplies,Art,Staples,38.82,6,232.92
1250,CA-2014-115602,2014,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001708,Furniture,Chairs,Office Star  Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,10277.442
1251,CA-2014-115602,2014,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,22159.28
1252,CA-2014-115602,2014,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,6.4
1253,CA-2012-154956,2012,7/4/2012,7/9/2012,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,4399.84
1254,CA-2014-144638,2014,3/11/2014,3/15/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,10.496
1255,CA-2014-144638,2014,3/11/2014,3/15/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone  Wireless,35.91,3,107.73
1256,CA-2014-144638,2014,3/11/2014,3/15/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse ClipOn Gooseneck Lamps,6.696,1,6.696
1257,CA-2014-144638,2014,3/11/2014,3/15/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,19013,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,87.744
1258,US-2013-168620,2013,12/25/2013,12/29/2013,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,83.646
1259,US-2013-168620,2013,12/25/2013,12/29/2013,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco DoubleTier Lockers,540.048,3,1620.144
1260,US-2013-168620,2013,12/25/2013,12/29/2013,Second Class,RB-19795,Ross Baird,Home Office,United States,Charlotte,North Carolina,28205,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,2045.44
1261,CA-2014-117079,2014,10/24/2014,10/28/2014,Standard Class,JR-15700,Jocasta Rupert,Consumer,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,2591.64
1262,US-2013-144393,2013,10/29/2013,11/5/2013,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834,South,OFF-BI-10004236,Office Supplies,Binders,XtraLife ClearVue SlantD Ring Binder White 3,17.616,4,70.464
1263,CA-2014-105053,2014,7/8/2014,7/10/2014,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,52.416
1264,CA-2013-155992,2013,10/2/2013,10/3/2013,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with Inline Volume  M214C,69.9,2,139.8
1265,CA-2013-155992,2013,10/2/2013,10/3/2013,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse ClipOn Gooseneck Lamps,41.85,5,209.25
1266,CA-2014-110380,2014,9/3/2014,9/8/2014,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,19.71
1267,US-2011-167738,2011,12/24/2011,12/29/2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,142.86
1268,US-2011-167738,2011,12/24/2011,12/29/2011,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,Global Value MidBack Managers Chair Gray,292.272,6,1753.632
1269,CA-2014-121412,2014,9/24/2014,9/28/2014,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Louisville,Colorado,80027,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,3,87.984
1270,CA-2014-100426,2014,6/5/2014,6/9/2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Florence,Alabama,35630,South,OFF-PA-10002870,Office Supplies,Paper,Ampad Phone Message Book Recycled 400 Message Capacity 5 ¾ x 11,12.48,2,24.96
1271,US-2013-103646,2013,4/22/2013,4/27/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box StorDrawer Steel Plus,102.336,4,409.344
1272,US-2013-103646,2013,4/22/2013,4/27/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,146.376
1273,US-2013-103646,2013,4/22/2013,4/27/2013,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,Performers BinderPad Holder Black,44.848,8,358.784
1274,CA-2013-119186,2013,5/27/2013,5/27/2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,20.736
1275,CA-2013-119186,2013,5/27/2013,5/27/2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,1942.15
1276,CA-2013-119186,2013,5/27/2013,5/27/2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White CopierLaser Paper 20Lb and 87 Bright,14.352,3,43.056
1277,CA-2013-119186,2013,5/27/2013,5/27/2013,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,63.992
1278,CA-2013-148698,2013,5/3/2013,5/8/2013,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP380BK Classic Electric Pencil Sharpener,86.352,3,259.056
1279,CA-2011-163293,2011,9/8/2011,9/11/2011,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,98.91
1280,CA-2011-163293,2011,9/8/2011,9/11/2011,First Class,KC-16255,Karen Carlisle,Corporate,United States,Macon,Georgia,31204,South,TEC-AC-10000023,Technology,Accessories,Maxell 74 Minute CDR Spindle 50Pack,83.88,4,335.52
1281,CA-2013-160815,2013,9/6/2013,9/7/2013,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,835.2
1282,CA-2014-122154,2014,4/10/2014,4/12/2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,45.36
1283,CA-2014-122154,2014,4/10/2014,4/12/2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,17.43
1284,CA-2014-122154,2014,4/10/2014,4/12/2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,754.92
1285,US-2012-149692,2012,12/6/2012,12/12/2012,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for HolePunch Pages,2.772,7,19.404
1286,CA-2013-119445,2013,6/27/2013,7/4/2013,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,74.5
1287,CA-2012-124268,2012,7/4/2012,7/8/2012,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,46.44
1288,CA-2013-154711,2013,11/23/2013,11/27/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,79.76
1289,CA-2013-154711,2013,11/23/2013,11/27/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000605,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks 9 12 x 11 Executive Red,12.192,4,48.768
1290,CA-2013-154711,2013,11/23/2013,11/27/2013,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,62.46
1291,CA-2013-163384,2013,11/11/2013,11/13/2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004970,Office Supplies,Binders,ACCOHIDE 3Ring Binder Blue 1,13.216,4,52.864
1292,CA-2013-163384,2013,11/11/2013,11/13/2013,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,162
1293,CA-2012-101707,2012,8/27/2012,9/1/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,98.82
1294,CA-2012-101707,2012,8/27/2012,9/1/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,571
1295,CA-2012-101707,2012,8/27/2012,9/1/2012,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,92105,West,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,3.08
1296,CA-2012-138898,2012,5/25/2012,5/29/2012,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,81001,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,10994.464
1297,CA-2014-115427,2014,12/31/2014,1/4/2015,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10002103,Office Supplies,Binders,Cardinal SlantD Ring Binder Heavy Gauge Vinyl,13.904,2,27.808
1298,CA-2014-115427,2014,12/31/2014,1/4/2015,Standard Class,EB-13975,Erica Bern,Corporate,United States,Fairfield,California,94533,West,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,41.44
1299,CA-2013-134425,2013,12/9/2013,12/13/2013,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,574.75
1300,CA-2012-121391,2012,10/4/2012,10/7/2012,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001590,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design Black,26.96,2,53.92
1301,CA-2013-137043,2013,12/24/2013,12/26/2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,Electrix Architects ClampOn Swing Arm Lamp Black,572.76,6,3436.56
1302,CA-2013-137043,2013,12/24/2013,12/26/2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,FUR-FU-10003664,Furniture,Furnishings,Electrix Architects ClampOn Swing Arm Lamp Black,286.38,3,859.14
1303,CA-2012-115847,2012,9/19/2012,9/24/2012,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,123.92
1304,US-2014-126179,2014,7/4/2014,7/8/2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,Westinghouse Floor Lamp with Metal Mesh Shade Black,23.99,1,23.99
1305,US-2014-126179,2014,7/4/2014,7/8/2014,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,863.91
1306,CA-2013-101966,2013,7/15/2013,7/17/2013,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,2939.608
1307,CA-2013-141397,2013,6/21/2013,6/22/2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,327.32
1308,CA-2013-141397,2013,6/21/2013,6/22/2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,53.136
1309,CA-2013-141397,2013,6/21/2013,6/22/2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,43.56
1310,CA-2013-141397,2013,6/21/2013,6/22/2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super StorDrawer,161.94,3,485.82
1311,CA-2013-141397,2013,6/21/2013,6/22/2013,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,323.136
1312,CA-2013-141082,2013,12/10/2013,12/14/2013,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,3.69
1313,CA-2013-141082,2013,12/10/2013,12/14/2013,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,488.48
1314,US-2013-134488,2013,9/25/2013,10/2/2013,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10003199,Furniture,Chairs,Office Star  Contemporary Task Swivel Chair,155.372,2,310.744
1315,CA-2013-145919,2013,12/19/2013,12/24/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003072,Office Supplies,Paper,Eureka Recycled Copy Paper 8 12 x 11 Ream,38.88,6,233.28
1316,CA-2013-145919,2013,12/19/2013,12/24/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10004960,Furniture,Furnishings,Seth Thomas 12 Clock w Goldtone Case,183.84,8,1470.72
1317,CA-2013-145919,2013,12/19/2013,12/24/2013,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,2896.5
1318,CA-2014-157651,2014,12/11/2014,12/15/2014,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,14.2
1319,CA-2011-160773,2011,7/1/2011,7/5/2011,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,1151.84
1320,CA-2011-160773,2011,7/1/2011,7/5/2011,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,6,31.104
1321,CA-2014-167703,2014,2/4/2014,2/9/2014,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,15.687
1322,CA-2014-167703,2014,2/4/2014,2/9/2014,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-ST-10001490,Office Supplies,Storage,Hot File 7Pocket Floor Stand,285.552,2,571.104
1323,CA-2014-121804,2014,3/4/2014,3/9/2014,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,364
1324,CA-2014-162635,2014,10/10/2014,10/11/2014,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,43.264
1325,CA-2011-107153,2011,9/28/2011,10/3/2011,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10001321,Office Supplies,Storage,Decoflex Hanging Personal Folder File Blue,46.26,3,138.78
1326,US-2011-117058,2011,5/27/2011,5/30/2011,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,104.76
1327,CA-2012-120439,2012,6/14/2012,6/18/2012,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001867,Furniture,Furnishings,Eldon Expressions Punched Metal  Wood Desk Accessories Pewter  Cherry,51.072,6,306.432
1328,CA-2013-128258,2013,3/31/2013,4/2/2013,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,6360,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,11.34
1329,CA-2014-106033,2014,10/16/2014,10/19/2014,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP310 HeavyDuty Electric Pencil Sharpener,87.92,4,351.68
1330,CA-2013-142762,2013,5/24/2013,5/28/2013,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003691,Furniture,Furnishings,Eldon Image Series Desk Accessories Ebony,37.05,3,111.15
1331,CA-2014-127705,2014,6/3/2014,6/7/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5  Purple,2.97,1,2.97
1332,CA-2014-127705,2014,6/3/2014,6/7/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,54.88
1333,CA-2011-122567,2011,2/17/2011,2/22/2011,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,3.24
1334,CA-2011-122567,2011,2/17/2011,2/22/2011,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,Appliances,Holmes Cool Mist Humidifier for the Whole House with 8Gallon Output per Day Extended Life Filter,7.96,2,15.92
1335,CA-2011-121664,2011,5/6/2011,5/10/2011,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,8,1125.888
1336,CA-2013-122133,2013,5/17/2013,5/24/2013,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,East,OFF-ST-10002574,Office Supplies,Storage,SAFCO Commercial Wire Shelving Black,552.56,4,2210.24
1337,US-2014-123281,2014,4/3/2014,4/8/2014,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse ClipOn Gooseneck Lamps,25.11,3,75.33
1338,CA-2014-100524,2014,4/1/2014,4/3/2014,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,59.56
1339,CA-2014-100524,2014,4/1/2014,4/3/2014,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,2032.74
